qrel_source,qrel_retriever,qrel_judge_type,dataset,eval_run,eval_retriever,eval_reranker,eval_paradigm,strategy,is_qrel_eval,ndcg10
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,thresholding,False,0.5228
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,thresholding,True,0.6747
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,rank,False,0.4263
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,rank,True,0.5699
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,quantile,False,0.656
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,quantile,True,0.7647
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,largest_gap,False,0.5039
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,largest_gap,True,0.653
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,optimal_per_topic,False,0.6263
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,optimal_per_topic,True,0.752
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,optimal_global,False,0.581
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3,splade-v3,none,base,optimal_global,True,0.7076
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,direct,False,0.5029
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,direct,True,0.7222
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,thresholding,False,0.4616
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,thresholding,True,0.6747
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,rank,False,0.3412
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,rank,True,0.5699
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,quantile,False,0.5218
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,quantile,True,0.7647
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,largest_gap,False,0.4098
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,largest_gap,True,0.653
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_per_topic,False,0.5337
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_per_topic,True,0.752
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_global,False,0.5144
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_global,True,0.7076
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,direct,False,0.6021
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,direct,True,0.7222
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,thresholding,False,0.5943
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,thresholding,True,0.6747
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,rank,False,0.4208
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,rank,True,0.5699
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,quantile,False,0.5905
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,quantile,True,0.7647
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,largest_gap,False,0.6151
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,largest_gap,True,0.653
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_per_topic,False,0.6161
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_per_topic,True,0.752
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_global,False,0.6082
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_global,True,0.7076
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,direct,False,0.6004
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,direct,True,0.7222
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,thresholding,False,0.5894
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,thresholding,True,0.6747
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,rank,False,0.4335
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,rank,True,0.5699
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,quantile,False,0.5913
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,quantile,True,0.7647
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,largest_gap,False,0.6189
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,largest_gap,True,0.653
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_per_topic,False,0.6024
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_per_topic,True,0.752
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_global,False,0.5934
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_global,True,0.7076
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,direct,False,0.597
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,direct,True,0.7222
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,thresholding,False,0.5424
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,thresholding,True,0.6747
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,rank,False,0.4255
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,rank,True,0.5699
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,quantile,False,0.638
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,quantile,True,0.7647
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,largest_gap,False,0.5332
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,largest_gap,True,0.653
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_per_topic,False,0.6272
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_per_topic,True,0.752
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_global,False,0.5899
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_global,True,0.7076
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,direct,False,0.6132
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,direct,True,0.7222
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,thresholding,False,0.5605
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,thresholding,True,0.6747
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,rank,False,0.4547
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,rank,True,0.5699
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,quantile,False,0.6444
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,quantile,True,0.7647
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,largest_gap,False,0.5598
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,largest_gap,True,0.653
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_per_topic,False,0.6489
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_per_topic,True,0.752
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_global,False,0.6107
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_global,True,0.7076
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,direct,False,0.5757
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,direct,True,0.7222
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,thresholding,False,0.5225
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,thresholding,True,0.6747
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,rank,False,0.3974
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,rank,True,0.5699
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,quantile,False,0.6125
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,quantile,True,0.7647
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,largest_gap,False,0.4744
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,largest_gap,True,0.653
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,optimal_per_topic,False,0.6067
bm25-rerank-judge,bm25,judge,msmarco-passage/trec-dl-2019/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,optimal_per_topic,True,0.752
